time,x,y,z
4e-07, -1500, 659.47266, 0, 0, 0, -1.7544599e-14, 1, 83.333336, -2.6314322e-06, 0, 0, 0, -8.7722995e-08, 
0.162215, -1486.4391, 659.29956, 0, 0, 0, -0.0028853703, 0.9999958, 83.59881, -1.0671405, 0, 0, 0, -0.035574988, 
0.275294, -1476.9733, 659.1353, 0, 0, 0, -0.006175165, 0.999981, 83.78663, -1.7216288, 0, 0, 0, -0.07367229, 
0.405737, -1466.0262, 658.8477, 0, 0, 0, -0.012446299, 0.99992263, 84.00719, -2.5053751, 0, 0, 0, -0.108535364, 
0.507869, -1457.4366, 658.5546, 0, 0, 0, -0.018378502, 0.99983114, 84.18342, -3.1860433, 0, 0, 0, -0.120813005, 
0.61573, -1448.3455, 658.16595, 0, 0, 0, -0.024965104, 0.9996883, 84.37169, -3.9652708, 0, 0, 0, -0.12157307, 
0.720873, -1439.4637, 657.7027, 0, 0, 0, -0.031145537, 0.9995149, 84.55655, -4.77298, 0, 0, 0, -0.11336459, 
0.82779, -1430.4117, 657.14124, 0, 0, 0, -0.036825832, 0.9993217, 84.7457, -5.6221256, 0, 0, 0, -0.10054727, 
0.93547, -1421.2751, 656.48553, 0, 0, 0, -0.04184622, 0.99912405, 84.93802, -6.4841394, 0, 0, 0, -0.08749762, 
1.04096, -1412.3042, 655.7536, 0, 0, 0, -0.046162196, 0.998934, 85.12907, -7.3176837, 0, 0, 0, -0.07782686, 
1.1497, -1403.0353, 654.9083, 0, 0, 0, -0.050212752, 0.9987386, 85.329506, -8.155851, 0, 0, 0, -0.07262047, 
1.26013, -1393.6005, 653.95795, 0, 0, 0, -0.05418299, 0.9985311, 85.537056, -8.983692, 0, 0, 0, -0.07213324, 
1.36907, -1384.27, 652.93195, 0, 0, 0, -0.058179904, 0.9983061, 85.74558, -9.78273, 0, 0, 0, -0.07499759, 
1.50294, -1372.7706, 651.5455, 0, 0, 0, -0.06339502, 0.9979885, 86.00589, -10.753826, 0, 0, 0, -0.08023251, 
1.60395, -1364.0674, 650.40247, 0, 0, 0, -0.067578666, 0.997714, 86.20442, -11.4866905, 0, 0, 0, -0.08384169, 
1.71338, -1354.6198, 649.0926, 0, 0, 0, -0.072226554, 0.9973883, 86.421265, -12.289211, 0, 0, 0, -0.08574643, 
1.8171, -1345.6425, 647.7673, 0, 0, 0, -0.07667202, 0.99705637, 86.628044, -13.057778, 0, 0, 0, -0.08588653, 
1.93376, -1335.5219, 646.18695, 0, 0, 0, -0.08162166, 0.9966634, 86.86221, -13.931093, 0, 0, 0, -0.08431183, 
2.03877, -1326.3872, 644.6777, 0, 0, 0, -0.08597053, 0.99629766, 87.074715, -14.72189, 0, 0, 0, -0.082102105, 
2.1464, -1317.0028, 643.0457, 0, 0, 0, -0.090301834, 0.9959145, 87.294586, -15.533525, 0, 0, 0, -0.079742365, 
2.2487, -1308.0607, 641.4134, 0, 0, 0, -0.094308786, 0.99554306, 87.505875, -16.303656, 0, 0, 0, -0.07786552, 
2.35011, -1299.1752, 639.71814, 0, 0, 0, -0.09820082, 0.99516666, 87.71775, -17.06442, 0, 0, 0, -0.07658001, 
